id,name,year,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,valence,popularity
1wF2QB0bAAYQdPUIn0L0VE,Outside Looking In,2007,0.676,0.69,159467,0.29,0.0,0.109,-6.544,Mode.MAJOR,0.0282,0.42,41
0Fe3WxeO6lZZxj7ytvbDUh,Dashboard,2007,0.00963,0.639,246173,0.903,7.06e-05,0.174,-5.013,Mode.MINOR,0.0371,0.96,64
3XG801WWhqC753dekEBkMt,Real Love,1993,0.119,0.769,269973,0.781,0.000371,0.0506,-5.472,Mode.MAJOR,0.0797,0.826,65
29vqBtjJTBLS1f8dKJS4Ht,Open Arms (2022 Remaster),1982,0.619,0.434,199320,0.237,0.0,0.124,-9.933,Mode.MAJOR,0.0271,0.151,72
6E8XOuqYdDNtxIlxowWeg6,I Got To Go Back (And Watch That Little Girl Dance),1967,0.628,0.659,181907,0.474,1.38e-06,0.179,-11.855,Mode.MAJOR,0.0511,0.847,16
5lS3COt2wRFoT1injc0QCM,Tumbling Dice,1978,0.108,0.717,189907,0.638,0.000555,0.31,-12.419,Mode.MAJOR,0.0553,0.902,42
7vx3QnBgX1RpmMATFIiNA3,If That's Your Boyfriend (He Wasn't Last Night),1994,0.0524,0.815,271813,0.723,0.0068,0.0508,-6.903,Mode.MINOR,0.126,0.781,30
4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,2009,0.0014,0.526,211493,0.882,0.0,0.144,-4.006,Mode.MAJOR,0.0509,0.424,69
5opz11K4IkIVD9gv90MToF,Purple Haze,1969,0.691,0.409,153160,0.29,0.00438,0.251,-16.031,Mode.MAJOR,0.036,0.414,13
6pbUTPNk144OwRGpGD7qti,Oh Me Oh My (I'm A Fool For You Baby) - 2007 Remastered Version,1970,0.598,0.325,164493,0.336,0.0,0.282,-12.423,Mode.MAJOR,0.0346,0.657,29
4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,2005,0.228,0.651,259453,0.663,0.0,0.0994,-5.569,Mode.MINOR,0.0281,0.465,83
3mckbbcbQC9yktjioFoLZ9,Hope You Love Me Like You Say You Do,1982,0.0692,0.597,224707,0.575,0.0,0.342,-6.47,Mode.MAJOR,0.0347,0.829,31
2TXtN9MoV308Y0z1HvyTfV,You Make It Easy,2018,0.156,0.542,193227,0.571,0.0,0.101,-5.299,Mode.MAJOR,0.028,0.506,75
6SxbEd5bMcRwgYwlBJ3aT0,The Motown Song (with The Temptations),1991,0.144,0.65,240400,0.807,0.0,0.0786,-7.536,Mode.MAJOR,0.0437,0.788,48
61LtVmmkGr8P9I2tSPvdpf,Teach Me How to Dougie,2010,0.2,0.846,237480,0.438,9.43e-05,0.0939,-4.981,Mode.MAJOR,0.141,0.512,71
1oPKnJv14YIAbEw4Xw1sAN,Whatcha Gone Do?,1998,0.171,0.765,259162,0.613,2.19e-05,0.163,-7.935,Mode.MAJOR,0.0319,0.937,22
1BXu4K8W7HXafUZo7MDlu4,Good Ride Cowboy,2006,0.198,0.538,194680,0.842,0.0,0.115,-3.26,Mode.MAJOR,0.0599,0.62,18
1jDsl8ikPxRAQcZCkRFjsd,"My Love, Forgive Me (Amore, Scusami)",1965,0.86,0.339,165667,0.503,0.000105,0.398,-11.705,Mode.MINOR,0.0355,0.475,25
3KIUKvwteP1HFA5UcvvL11,Pop a Top,1999,0.291,0.699,185427,0.477,0.0,0.164,-9.339,Mode.MAJOR,0.031,0.83,51
4XlXFUSN9HGw7xiJFeQW5v,Everything In My Heart,1986,0.43,0.458,293080,0.559,0.0,0.133,-10.325,Mode.MAJOR,0.037,0.604,23
2wHvE5GdYhuTOAqPg4r0w4,Jazzman,1974,0.227,0.576,223440,0.657,0.000909,0.231,-10.484,Mode.MAJOR,0.0297,0.812,45
3mRM4NM8iO7UBqrSigCQFH,Stayin' Alive,1977,0.0322,0.703,285373,0.826,0.00629,0.179,-7.179,Mode.MINOR,0.0341,0.945,79
3sl4dcqSwxHVnLfqwF2jly,Hello (feat. Dragonette),2011,0.0135,0.666,191388,0.975,0.000925,0.105,-3.47,Mode.MAJOR,0.0345,0.452,65
5AM6VOkN7ficA2O04f5JG1,Bad Boy,1986,0.0475,0.627,235507,0.455,0.0543,0.0432,-16.185,Mode.MINOR,0.0806,0.858,48
46rtoQbjaiQBN35fwXDfjK,Raise Your Hand,1967,0.292,0.708,143293,0.253,0.0,0.237,-16.748,Mode.MAJOR,0.0283,0.93,22
1P7yXlWH1VjAlu8x1cawmb,(If You Add) All The Love In The World,1975,0.66,0.371,213107,0.433,1.33e-05,0.103,-10.908,Mode.MAJOR,0.0343,0.359,4
48QeTvEsFix8GaYm7dzFaD,Tonight Is The Night,1996,0.00606,0.811,234200,0.739,8.07e-06,0.397,-7.196,Mode.MINOR,0.0451,0.854,57
39Qzggm7Maml8J0LeibnY8,Stay Away,1968,0.28,0.484,142747,0.491,0.0005,0.176,-13.286,Mode.MINOR,0.0418,0.725,23
5Q6GRDSFdRwE7H37dQop9u,Funkytown - Single Version,1980,0.000468,0.915,234800,0.591,0.833,0.0938,-8.865,Mode.MAJOR,0.0597,0.315,63
6ZnbY8hIGEDg2NEIS9ZNYh,Western Union,1967,0.473,0.319,157720,0.475,0.0245,0.121,-12.053,Mode.MAJOR,0.0459,0.677,37
2ogKhhoMClkFXek7ZgxAhN,Shameless,2019,0.0197,0.377,219742,0.651,5.31e-05,0.174,-5.437,Mode.MINOR,0.0589,0.0851,84
0j2T0R9dR9qdJYsB7ciXhf,Stronger,2008,0.00564,0.617,311867,0.717,0.0,0.408,-7.858,Mode.MINOR,0.153,0.49,84
4WHQzXnWyTlE1UOmmxRDOw,Is It Good To You,1992,0.0484,0.711,292227,0.595,0.0327,0.208,-12.99,Mode.MAJOR,0.036,0.836,48
2wAJTrFhCnQyNSD3oUgTZO,Work Out,2011,0.0531,0.831,235320,0.427,0.0,0.307,-6.903,Mode.MAJOR,0.106,0.216,84
4JjcCdm0RSPuvQWnZyrNkm,Nights On Broadway,1975,0.235,0.573,271373,0.641,0.00414,0.859,-9.196,Mode.MAJOR,0.0443,0.613,57
7HnhPu7mOMIpouuosKBdg6,Wings Of A Dove,1961,0.469,0.471,139640,0.56,0.0,0.123,-11.716,Mode.MAJOR,0.0405,0.925,49
0CLRuCupKj37PfhViN5PoJ,Love Will Keep Us Together,1975,0.149,0.806,206013,0.564,0.0,0.116,-9.706,Mode.MINOR,0.0317,0.909,0
7CoyMk4h3sG9HFwSuT4bDE,England Swings,1966,0.403,0.668,111600,0.37,1.31e-06,0.103,-13.764,Mode.MAJOR,0.0673,0.585,35
0iQ77tSa7ncj7zBPtVx6cU,One Foot,2018,0.00749,0.582,261373,0.822,2.09e-06,0.818,-4.861,Mode.MAJOR,0.0365,0.471,61
5pomCBdsTZSDCFHH8BAUQe,This Is Me,2008,0.00971,0.421,189173,0.821,0.0,0.1,-2.783,Mode.MAJOR,0.0372,0.594,68
2Di0qFNb7ATroCGB3q0Ka7,West End Girls - 2018 Remaster,1986,0.000943,0.656,285907,0.914,0.0628,0.159,-7.471,Mode.MINOR,0.0394,0.576,74
0sjPYRacvarCBduZaKdbJW,Blind Man,1995,0.0179,0.436,240533,0.792,0.0,0.0828,-3.375,Mode.MAJOR,0.0341,0.459,34
75Nlnd9AJ4CYrLXgWGsuTF,How Sweet It Is (To Be Loved By You) - 2019 Remaster,1975,0.336,0.764,216387,0.628,0.0,0.0977,-10.961,Mode.MAJOR,0.048,0.823,66
5EYWGM3Ns3iYew8ws0FatB,This Kiss,1998,0.175,0.398,194307,0.804,0.0,0.181,-5.559,Mode.MAJOR,0.0451,0.709,70
20iSnXUqzJiEZyFQQ5DTlH,Farewell Andromeda (Welcome to My Morning),1973,0.537,0.327,243173,0.44,0.000161,0.179,-11.891,Mode.MAJOR,0.0301,0.518,37
75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,2017,0.0689,0.556,223347,0.538,0.0,0.196,-5.408,Mode.MINOR,0.0382,0.291,80
6enR2PAZd7LUMMwQb4ciuh,I'll Always Love You,1988,0.256,0.604,270787,0.538,0.0,0.088,-6.285,Mode.MAJOR,0.0228,0.446,47
1JHfWKOBHAy3BDtXDRRmT6,Big Boy Pete '65,1960,0.828,0.616,149123,0.736,0.0156,0.117,-9.156,Mode.MAJOR,0.058,0.818,14
48eiLW57CqSmCYNZRM2J8M,From a Distance,1990,0.674,0.536,276346,0.242,0.0,0.331,-11.716,Mode.MAJOR,0.0277,0.331,56
77gzCNlcAa3s6hwYkEBkOO,Missing You,1961,0.867,0.515,164147,0.485,0.0,0.155,-2.505,Mode.MAJOR,0.0276,0.357,37
7zKlSAsmB3p5959tsmLeqn,Pretty Good At Drinkin' Beer,2010,0.427,0.769,179907,0.678,8.04e-06,0.0939,-3.725,Mode.MAJOR,0.0315,0.581,64
1ckU1EhAO0Nr73QYw24SWJ,My Love Is Your Love,1999,0.0561,0.77,261573,0.475,4.72e-06,0.0607,-9.512,Mode.MAJOR,0.159,0.473,69
1J4HTEFSDx9DWyJVH5uv1b,History In The Making,2010,0.0373,0.475,209480,0.718,0.0,0.326,-5.638,Mode.MAJOR,0.034,0.453,44
1SwyDb5qUcLjukFqSCRqxy,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",1978,0.00961,0.85,501467,0.665,0.483,0.0885,-9.404,Mode.MINOR,0.0887,0.718,43
0JNdS1n0ifOP25XvhwAMgM,The Edge Of Glory,2011,0.000343,0.581,320587,0.772,0.0191,0.11,-6.544,Mode.MAJOR,0.0401,0.361,66
3Pu3IChaAoa5EjgUBv5F6x,Ballroom Blitz,1975,0.0821,0.644,246573,0.799,0.00154,0.055,-10.856,Mode.MINOR,0.0598,0.889,62
5V4zERFNNI0ic4OvrmB5Ti,Snap Backs & Tattoos,2012,0.124,0.855,209840,0.694,0.0,0.0955,-3.797,Mode.MINOR,0.296,0.538,41
4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,2018,0.0175,0.669,196400,0.574,0.00294,0.146,-6.442,Mode.MINOR,0.0286,0.273,81
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,2001,0.00664,0.545,233933,0.865,1.1e-05,0.168,-5.708,Mode.MINOR,0.0286,0.543,83
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,1996,0.602,0.608,268333,0.419,7.58e-06,0.108,-10.016,Mode.MAJOR,0.0331,0.602,74
2TFsx3B0hLSSTambrudXs3,One Wish,2006,0.281,0.529,337640,0.651,0.0,0.339,-7.061,Mode.MINOR,0.282,0.592,66
7dFKoNC2k5qgbXrbcMCHQ0,I Will Follow Him (Chariot),1963,0.521,0.633,147400,0.562,0.0,0.0956,-7.178,Mode.MAJOR,0.0347,0.799,20
4FmCUATNIarCQh72JYdvnm,That's Life,1966,0.55,0.56,187040,0.434,0.0,0.346,-14.151,Mode.MINOR,0.0729,0.664,73
0udI4HbJX4siq9P9yUp6MV,The Love I Saw In You Was Just A Mirage,1967,0.409,0.6,178467,0.455,0.0,0.181,-10.634,Mode.MAJOR,0.0288,0.72,36
3lec3CzDPAxsZokPph5w87,"Jesus, Take the Wheel",2005,0.665,0.359,226493,0.518,0.0,0.106,-3.537,Mode.MAJOR,0.0302,0.135,64
0fonScmHUzC0MglSLn9saA,Da Doo Ron Ron (When He Walked Me Home),1963,0.48,0.535,140120,0.797,3.42e-05,0.141,-7.533,Mode.MAJOR,0.0459,0.613,57
1lhNi9EEYs8HvBoBC9RZlf,Boys Night Out,1987,0.135,0.717,276827,0.425,0.0,0.231,-14.403,Mode.MINOR,0.0301,0.534,12
0NSSqYISjnav81CEn6EgBY,Come Back To Me,1990,0.626,0.428,332742,0.409,0.00961,0.138,-12.346,Mode.MINOR,0.0271,0.0611,46
0G1neOUMRFBaWkoux5qmfK,The Girls' Song - Remastered 2000,1970,0.553,0.512,249320,0.352,3.72e-05,0.142,-12.783,Mode.MINOR,0.033,0.364,13
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),2020,0.392,0.809,180435,0.545,0.0,0.151,-6.678,Mode.MAJOR,0.0735,0.244,78
5YjKdeES9QRJ8NmF4Xc8pV,All I Wanna Do Is Make Love To You,1990,0.16,0.626,310893,0.746,0.0,0.0618,-8.832,Mode.MAJOR,0.0282,0.8,67
6klZDCEsQzMELAPyovvpUw,Every Girl,2009,0.00316,0.632,315320,0.73,0.0,0.397,-5.895,Mode.MINOR,0.245,0.762,52
3yx6eryOZgO54bt3B671cn,Work,2014,0.0631,0.699,223197,0.804,0.0,0.414,-4.898,Mode.MAJOR,0.144,0.491,64
3RLC8jJmDOZwrJ5izaISXr,Blackout,2011,0.00537,0.662,210200,0.819,0.0,0.0498,-4.609,Mode.MAJOR,0.124,0.801,56
0wdKiSBUT7aZkXUIdJWcwC,2 Phones,2016,0.157,0.895,240000,0.681,0.0,0.189,-5.267,Mode.MINOR,0.358,0.554,70
2yBVeksU2EtrPJbTu4ZslK,What a Fool Believes,1979,0.284,0.758,223867,0.378,0.0,0.049,-15.308,Mode.MINOR,0.0449,0.985,73
4o8EPKaCQ9BvdoEGyQ0lsF,Beep (As Made Famous By The Pussycat Dolls featuring Will.I.Am),2006,0.00272,0.912,250587,0.492,0.000168,0.108,-7.439,Mode.MINOR,0.0538,0.59,0
4O1hNBfX9Ze7SSYnvJdTlI,Breaking Away,1981,0.000875,0.655,195000,0.793,0.016,0.0631,-5.588,Mode.MAJOR,0.0465,0.932,25
5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),2005,0.00112,0.933,179160,0.513,0.00248,0.107,-13.203,Mode.MAJOR,0.347,0.595,60
1PAnGhRo2tHpM2DNibEEe6,Has Anyone Ever Written Anything for You,1986,0.951,0.529,279413,0.149,0.0759,0.153,-15.795,Mode.MAJOR,0.0257,0.178,46
429IbFR4yp2J81CeTwF5iY,Sweetness,2002,0.00305,0.487,220027,0.898,0.0,0.26,-4.436,Mode.MAJOR,0.038,0.597,71
1JQ6Xm1JrvHfvAqhl5pwaA,Easy,1977,0.112,0.589,256427,0.384,2.8e-05,0.0596,-15.075,Mode.MINOR,0.0332,0.354,80
736KP0gdltJQWPKk0wVL7l,Ticks,2007,0.0312,0.623,273160,0.79,3.77e-05,0.106,-6.316,Mode.MAJOR,0.0283,0.718,53
09wsoxgIjNhZUOgPhMHg0W,La La Peace Song,1974,0.729,0.687,202826,0.596,0.135,0.109,-11.453,Mode.MAJOR,0.0808,0.791,22
5uFYYOyT3EclOVhiFzPJSz,Rhythm Is a Dancer,1993,0.214,0.757,332230,0.652,0.257,0.0903,-14.916,Mode.MINOR,0.0333,0.862,72
0VQ0n5gMgJLNixG8BfWBT5,"Lovin', Touchin', Squeezin'",1979,0.0991,0.403,230533,0.644,0.000179,0.231,-8.608,Mode.MAJOR,0.0439,0.714,63
7GRUpcvSQM9HrnC2CjYPG4,The Best Of Times,1981,0.13,0.341,257867,0.324,1.11e-06,0.134,-11.864,Mode.MAJOR,0.025,0.321,55
2XWmbwp9FBAaFcSE9BLQzc,Help Me Make It Through The Night,1971,0.605,0.559,155533,0.35,0.000443,0.102,-12.01,Mode.MAJOR,0.0245,0.413,49
4N5HyZ1PlXuP6sryIa4hOQ,Better Be Good to Me - 2015 Remaster,1984,0.0344,0.748,312387,0.722,0.0164,0.0857,-6.499,Mode.MAJOR,0.0347,0.835,51
6olKv2HP3XgBpvVxAswowe,Bartender,2014,0.0198,0.631,198267,0.937,7.38e-06,0.327,-3.858,Mode.MINOR,0.034,0.654,66
7HIG9Utsra6sL79nA1Tn0y,Honky Tonk Women,1969,0.279,0.548,181396,0.778,0.0247,0.0484,-6.367,Mode.MAJOR,0.0551,0.969,70
0OKqLn2fLfpRvmBZo047Lt,Mountain Of Love,1965,0.438,0.637,161627,0.515,0.0,0.0835,-11.901,Mode.MAJOR,0.0532,0.938,30
06scTb0zbkxYNgpAB3J9fN,B.I.T.C.H.,2020,0.0851,0.742,183143,0.731,0.0,0.131,-4.362,Mode.MINOR,0.306,0.547,56
55MW5FDncO7dP8SE5fYboa,Just Another Day - Single Version,1997,0.096,0.715,207893,0.738,0.000136,0.0978,-5.674,Mode.MAJOR,0.0325,0.896,37
4Dvfdhc0DnWUSKZgDe6opm,You Are the Girl,1987,0.049,0.684,233293,0.79,0.000459,0.693,-10.247,Mode.MAJOR,0.035,0.956,45
5TCGkjWPvqyLd4JBi2HOOk,Free - 2002 Remaster,1971,0.125,0.517,138867,0.886,0.25,0.12,-6.184,Mode.MINOR,0.0982,0.843,27
4ncVYIs3UFvitjvc8RIPkM,"(Ghost) Riders In the Sky - Digitally Remastered, 1996",1980,0.0132,0.228,351400,0.896,0.0273,0.795,-7.241,Mode.MINOR,0.13,0.146,48
4G8gkOterJn0Ywt6uhqbhp,Radioactive,2013,0.106,0.448,186813,0.784,0.000108,0.668,-3.686,Mode.MAJOR,0.0627,0.236,75
6kxHMpVt9OYDQOwXYJrQAb,Touch The Fire,1989,0.0894,0.539,226480,0.955,3.31e-05,0.0873,-3.997,Mode.MAJOR,0.0427,0.502,38
2DNdEpV9UnsYjL6w1Dp1aS,That's Not My Name,2009,0.0451,0.755,310573,0.901,0.0373,0.363,-3.152,Mode.MAJOR,0.0893,0.959,48
2lp8xjq0WTm3HZKHuDEweg,Tell Me,1996,0.035,0.8,236067,0.362,3.99e-06,0.0667,-10.849,Mode.MINOR,0.0634,0.888,67
221LRlPHPuevgE1tuUlof9,I Want You Back - Radio Edit,1998,0.0521,0.751,200440,0.939,0.00056,0.477,-3.305,Mode.MINOR,0.0466,0.905,66
56OdLFVSIGJdtVpHrAKkd4,Bring It On Home To Me,1965,0.495,0.465,163867,0.598,1.16e-06,0.175,-5.53,Mode.MAJOR,0.0305,0.748,41
2SPNs07BKygbkbf48KNFEQ,I'll Be Good,1985,0.118,0.815,321067,0.646,4.8e-05,0.0733,-9.784,Mode.MAJOR,0.0546,0.757,54
1pxXqJZBrCREdC0s4Xs6Xz,Day Drinking,2014,0.103,0.591,178840,0.959,0.0,0.779,-2.515,Mode.MAJOR,0.057,0.86,58
14XWXWv5FoCbFzLksawpEe,Riders on the Storm,1971,0.25,0.55,434720,0.722,0.0129,0.11,-11.729,Mode.MINOR,0.0283,0.716,75
51HnXIFI3P3t9xpW1UjD8h,I'm Not Your Puppet,1991,0.0403,0.718,360480,0.729,0.0,0.171,-5.389,Mode.MINOR,0.267,0.651,38
1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,2020,0.345,0.832,132833,0.534,0.0,0.165,-7.813,Mode.MINOR,0.253,0.116,82
5QhikAUv91oMAaFnfKz22u,Lowdown (2023 Remaster),1976,0.0747,0.691,317789,0.551,0.104,0.034,-12.15,Mode.MINOR,0.0503,0.938,64
6J6RWKCPN5RFKHUKEUFjxS,Step by Step,1990,0.0274,0.787,267293,0.63,6.69e-06,0.161,-12.295,Mode.MAJOR,0.0609,0.882,62
07wMk0CZVZRMqhF66r40Z8,Keep the Fire Burnin',1982,0.15,0.445,234893,0.818,0.00509,0.313,-9.797,Mode.MAJOR,0.0406,0.777,41
1bSE0n12PsKE9l6I6wGevd,I'll Play The Fool - Digitally Mastered - August 1988,1976,0.0108,0.592,288400,0.563,0.0,0.0571,-15.245,Mode.MAJOR,0.0523,0.86,24
4x3381mYJqptPqT6OKUfmu,Dare You To Move,2004,0.00573,0.426,247893,0.881,0.0693,0.389,-4.526,Mode.MAJOR,0.0404,0.259,61
5cU50IAoAFF7qFWOtdbEjr,I Need a Girl,2009,0.245,0.602,214480,0.785,0.0,0.19,-6.129,Mode.MAJOR,0.0578,0.565,55
2r3oMDiiTwssuXfIHDJ0cq,It's All In The Game,1970,0.315,0.559,163960,0.392,0.00173,0.0743,-12.812,Mode.MAJOR,0.0265,0.809,35
6Gfmj0HbpvxTdW0sdlzTDU,My Wish,2006,0.0307,0.548,248280,0.769,5.53e-06,0.0867,-4.853,Mode.MAJOR,0.0312,0.388,66
1KONmY3enP3r3nIPQidWAy,Now That We Found Love,1991,0.039,0.744,258200,0.697,0.0,0.171,-14.753,Mode.MAJOR,0.0631,0.683,62
1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,1969,0.272,0.711,194293,0.362,0.0,0.127,-10.851,Mode.MINOR,0.0381,0.616,75
23ZOiEUix1FsthnLfpWXqj,Midnight Rider,1974,0.491,0.567,267363,0.439,0.203,0.123,-11.516,Mode.MAJOR,0.0232,0.403,48
3KtLLTfMX9DrrahuU6hLfp,Busted,1963,0.364,0.356,156160,0.574,0.0,0.0881,-9.797,Mode.MAJOR,0.0493,0.923,37
4gzeYkzuzxuzAUTsGcdjqA,It Won't Be Like This For Long,2011,0.335,0.584,219000,0.524,0.0,0.11,-6.001,Mode.MAJOR,0.0287,0.389,61
4XsFvTT1cU19O2pWmHmli8,I'd Rather Be Alone,1995,0.43,0.562,312600,0.559,0.0,0.0457,-6.372,Mode.MINOR,0.0373,0.401,1
4SQLQfcR0vhyIN4uPBlc0d,Bang!,2021,0.0183,0.74,170858,0.517,0.0,0.0558,-6.233,Mode.MINOR,0.0506,0.698,72
4dASQiO1Eoo3RJvt74FtXB,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2016,0.255,0.502,243491,0.786,0.0,0.65,-4.378,Mode.MINOR,0.317,0.739,77
21T8pH4AjVcPvrOrFOqqdl,Put Yourself In My Place,1966,0.732,0.502,146907,0.756,0.0,0.34,-4.208,Mode.MAJOR,0.0359,0.7,30
74sb4Gib0cL3TQeCjYF8vh,Lay Me Down,2015,0.773,0.417,253208,0.332,1.95e-05,0.109,-9.482,Mode.MAJOR,0.0494,0.172,72
758wp6xs3ADdgIwdeHoXmX,You're a God,2000,0.00119,0.649,218760,0.852,3.32e-05,0.0937,-6.519,Mode.MINOR,0.0307,0.288,58
1CgmY8fVN7kstVDZmsdM5k,P.Y.T. (Pretty Young Thing),1984,0.172,0.894,239027,0.67,0.000363,0.0691,-9.406,Mode.MINOR,0.0474,0.961,75
3bgqIMHNehAZwhjckR3gc1,Happy,1987,0.0352,0.792,239827,0.494,0.00282,0.0513,-12.425,Mode.MAJOR,0.115,0.647,51
5ub9ngy3atXzJ3VmJ0MDqJ,Good Friend,1979,0.138,0.182,162142,0.525,0.000479,0.609,-6.352,Mode.MAJOR,0.0465,0.503,49
3Bf6hiZXLfflOZ3RttXoch,Hallelujah Day,1973,0.129,0.683,167240,0.959,0.0,0.296,-2.215,Mode.MAJOR,0.0652,0.892,13
0UN5OvKlbg06LnZyVk48ll,Loungin (Who Do Ya Luv) - Remix,1997,0.432,0.817,229373,0.584,0.00609,0.225,-9.785,Mode.MAJOR,0.174,0.501,60
3Lbxie6whOW4eMt4jtI32k,Yakety Yak - 2007 Remaster,1958,0.626,0.641,116027,0.834,0.000534,0.131,-7.831,Mode.MAJOR,0.242,0.849,57
6BD1X1PeV5UzYUdiVaD2yL,Show Me The Way,1976,0.434,0.7,243267,0.726,1.1e-06,0.0963,-7.717,Mode.MAJOR,0.0329,0.641,69
6N5xh0tYYLTQRiCCaNbAUt,Infinity,2015,0.0687,0.537,249480,0.705,0.0,0.0842,-6.073,Mode.MAJOR,0.0337,0.32,66
1sM0yZDxUhPQhkDh2CLd6l,Travelin' Man - Remastered,1961,0.667,0.723,143200,0.44,0.0,0.128,-10.536,Mode.MAJOR,0.0319,0.843,62
08zfRiERqpy7J0x8akk7zt,(God Must Have Spent) A Little More Time On You - Remix,1999,0.449,0.375,241493,0.527,0.0,0.305,-8.422,Mode.MAJOR,0.0507,0.303,54
16LlLzZwt7HNy0faS5w0xh,"Hot Love, Cold World",1978,0.0603,0.592,220573,0.652,0.000397,0.139,-11.258,Mode.MINOR,0.0574,0.626,24
3yMVUGqVK5iTTkA8kGChH2,Crushin' It,2015,0.0385,0.595,220147,0.823,1.35e-06,0.0984,-5.864,Mode.MAJOR,0.0483,0.745,48
1zqllQUMCgMaInr0CzFVll,Wake Up Call,2007,0.0302,0.632,201307,0.949,0.0,0.0871,-2.671,Mode.MINOR,0.0593,0.969,55
7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,2021,0.217,0.855,122773,0.463,1.77e-05,0.347,-7.454,Mode.MAJOR,0.0367,0.866,73
5VbePtZp1at8gH990zVyTI,Hollywood Nights,1978,0.00506,0.529,302627,0.968,0.00034,0.201,-5.198,Mode.MAJOR,0.0503,0.751,66
4fINc8dnfcz7AdhFYVA4i7,It Girl,2011,0.0165,0.668,192200,0.718,0.0,0.104,-4.736,Mode.MINOR,0.0605,0.345,71
1DJgRkwljWXGb1sFxfSlOE,Stay With Me (Brass Bed) - Single Remix Version,2005,0.396,0.434,251133,0.567,0.0,0.132,-7.278,Mode.MAJOR,0.0309,0.271,16
4gDBc1RxPAvinJrZzZ9nYX,Love Will Save the Day,1988,0.197,0.758,321667,0.843,4.11e-06,0.242,-9.454,Mode.MAJOR,0.0482,0.775,49
0uMur9BAwuzsShojxBi6ag,Radio,2013,0.123,0.72,189053,0.848,0.0,0.0728,-6.834,Mode.MAJOR,0.0589,0.965,46
0SiywuOBRcynK0uKGWdCnn,Bad Romance,2009,0.00314,0.696,294573,0.921,5.24e-05,0.0842,-3.755,Mode.MAJOR,0.0363,0.714,86
2vmL6YN8FcqbcHQcmv0BVh,Unconditional,2000,0.419,0.562,240960,0.451,0.0,0.104,-7.799,Mode.MAJOR,0.0266,0.277,23
4iuNZTcvT9diFySSzVsnVS,When I See U,2007,0.452,0.569,217347,0.596,7.92e-05,0.205,-6.486,Mode.MAJOR,0.172,0.754,74
0HZUp8fm9fh1Mitqx4CIOr,Bottoms Up,2014,0.113,0.474,220200,0.857,0.0,0.134,-5.734,Mode.MAJOR,0.0435,0.545,66
3pecdrUzTZjaqrw6iCLTvd,Heart And Soul,1983,0.00332,0.66,253253,0.806,1.4e-05,0.0986,-8.01,Mode.MAJOR,0.0324,0.944,57
10xuH52YSXHWFwCaF1fsDd,Hard To Forget,2020,0.23,0.689,204760,0.689,0.0,0.57,-5.517,Mode.MAJOR,0.045,0.664,65
4G61bn80dMu0sG2Iwlb3QW,Double Lovin',1971,0.735,0.597,155973,0.658,2.08e-06,0.4,-7.452,Mode.MAJOR,0.0395,0.86,14
4p8OxKrG9ry2kl7wIcKvrs,Who Do You Give Your Love To?,1989,0.0951,0.679,245027,0.709,0.0,0.0819,-10.634,Mode.MAJOR,0.0466,0.849,17
5zSwmohdHeH2xmrWDFZUZZ,Go Home,1985,0.141,0.75,318040,0.498,5.61e-05,0.135,-15.939,Mode.MINOR,0.0372,0.857,32
58BXnNOqUXH167HH3dEA9R,Angel Baby,1991,0.197,0.866,240867,0.391,0.000377,0.0822,-7.632,Mode.MAJOR,0.0453,0.462,24
3LmvfNUQtglbTrydsdIqFU,We Belong Together,2005,0.0339,0.837,201400,0.462,0.0,0.09,-7.89,Mode.MAJOR,0.0601,0.762,74
3RSpK5Y0y5tl25qvssrwJ6,My All,1998,0.732,0.607,230933,0.317,4.53e-05,0.086,-10.244,Mode.MINOR,0.029,0.111,68
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,2019,0.751,0.501,182161,0.405,0.0,0.105,-5.679,Mode.MAJOR,0.0319,0.446,91
6wGMLoEqD2k3RBXFHD0yUp,Lonely Boy,1977,0.0386,0.588,264893,0.598,5.83e-05,0.107,-13.288,Mode.MAJOR,0.0296,0.866,55
5ZI6c6IMIZ5jIQY08dggXi,My Brave Face - Remastered 2017,1989,0.272,0.738,200693,0.534,1.25e-05,0.116,-8.545,Mode.MAJOR,0.0288,0.664,44
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,2002,0.0263,0.766,230640,0.563,0.683,0.115,-7.516,Mode.MINOR,0.0339,0.964,81
